log_type,log_priority,log_function,log_date,log_date_gmt,log_host,log_username,log_user,log_url,log_referrer,log_data
brute_force,5,Invalid Login Attempt,2016-01-29 01:03:37,2016-01-29 00:03:37,72.167.190.37,author,,,,
brute_force,5,Invalid Login Attempt,2016-01-29 01:03:37,2016-01-29 00:03:37,72.167.190.37,author,,,,
lockout,10,Host or User Lockout,2016-01-29 01:03:37,2016-01-29 00:03:37,72.167.190.37,,,,,expires=2016-01-29 01:18:37expires_gmt=2016-01-29 00:18:37type=brute_force
brute_force,5,Invalid Login Attempt,2016-01-29 01:04:58,2016-01-29 00:04:58,83.98.177.62,admin,,,,
lockout,10,Host or User Lockout,2016-01-29 01:04:58,2016-01-29 00:04:58,83.98.177.62,,,,,expires=2016-01-29 01:19:58expires_gmt=2016-01-29 00:19:58type=brute_force
four_oh_four,3,404 Error,2016-01-29 04:40:24,2016-01-29 03:40:24,46.118.155.216,,,/wp-content/plugins/simple-ads-manager/js/slider/tmpl.js,,query_string=
four_oh_four,3,404 Error,2016-01-29 04:40:25,2016-01-29 03:40:25,46.118.155.216,,,/wp-content/plugins/formcraft/file-upload/server/php/upload.php,,query_string=
four_oh_four,3,404 Error,2016-01-29 04:40:30,2016-01-29 03:40:30,46.118.155.216,,,/wp-content/plugins/revslider/temp/update_extract/revslider/info.php,,query_string=
four_oh_four,3,404 Error,2016-01-29 04:40:33,2016-01-29 03:40:33,46.118.155.216,,,/wp-content/uploads/wpallimport/uploads/ed90f862bd70d9b6c4c4bf6d8aa7df4e/info.php,,query_string=
four_oh_four,3,404 Error,2016-01-29 04:53:34,2016-01-29 03:53:34,144.76.217.43,,,/not_found,http://histoireducommerce.com/wp-login.php,query_string=
brute_force,5,Invalid Login Attempt,2016-01-29 05:50:52,2016-01-29 04:50:52,196.33.156.100,cb,3,,,
brute_force,5,Invalid Login Attempt,2016-01-29 05:50:52,2016-01-29 04:50:52,196.33.156.100,cb,3,,,
